period,year,taxa,device,station,succ,weight,lat,mic
4,2017,P. nathusii,KON2,Konnevesi,0,271,62.61605,1
4,2018,E. nilssonii,HUS1,Huso,241,374,60.27874333,2
4,2018,E. nilssonii,HUS3,Huso,282,438,60.27874333,2
4,2018,E. nilssonii,HYY2,Hyytiala,25,244,61.84478167,1
4,2018,E. nilssonii,HYY3,Hyytiala,5,379,61.84478167,1
4,2018,E. nilssonii,KON2,Konnevesi,0,75,62.61605,1
4,2018,E. nilssonii,LAM1,Lammi,20,411,61.05408333,1
4,2018,E. nilssonii,LAM2,Lammi,55,411,61.05408333,1
4,2018,E. nilssonii,OYO3,Oulu,0,179,65.05938167,1
4,2018,E. nilssonii,SEI2,Seili,0,155,60.23959333,1
4,2018,E. nilssonii,TVA3,Tvarminne,0,129,59.84394167,1
4,2018,Myotis sp.,HUS1,Huso,16,374,60.27874333,2
4,2018,Myotis sp.,HUS3,Huso,98,438,60.27874333,2
4,2018,Myotis sp.,HYY2,Hyytiala,40,244,61.84478167,1
4,2018,Myotis sp.,HYY3,Hyytiala,45,379,61.84478167,1
4,2018,Myotis sp.,KON2,Konnevesi,1,75,62.61605,1
4,2018,Myotis sp.,LAM1,Lammi,133,411,61.05408333,1
4,2018,Myotis sp.,LAM2,Lammi,9,411,61.05408333,1
4,2018,Myotis sp.,OYO3,Oulu,0,179,65.05938167,1
4,2018,Myotis sp.,SEI2,Seili,82,155,60.23959333,1
4,2018,Myotis sp.,TVA3,Tvarminne,6,129,59.84394167,1
4,2018,P. nathusii,HUS1,Huso,72,374,60.27874333,2
4,2018,P. nathusii,HUS3,Huso,87,438,60.27874333,2
4,2018,P. nathusii,HYY2,Hyytiala,0,244,61.84478167,1
4,2018,P. nathusii,HYY3,Hyytiala,0,379,61.84478167,1
4,2018,P. nathusii,KON2,Konnevesi,0,75,62.61605,1
4,2018,P. nathusii,LAM1,Lammi,0,411,61.05408333,1
4,2018,P. nathusii,LAM2,Lammi,0,411,61.05408333,1
4,2018,P. nathusii,OYO3,Oulu,0,179,65.05938167,1
4,2018,P. nathusii,SEI2,Seili,0,155,60.23959333,1
4,2018,P. nathusii,TVA3,Tvarminne,0,129,59.84394167,1
4,2019,E. nilssonii,HUS1,Huso,245,438,60.27874333,2
4,2019,E. nilssonii,HUS3,Huso,303,438,60.27874333,2
4,2019,E. nilssonii,HYY2,Hyytiala,13,379,61.84478167,1
4,2019,E. nilssonii,HYY3,Hyytiala,71,379,61.84478167,1
4,2019,E. nilssonii,KON1,Konnevesi,14,345,62.61605,1
4,2019,E. nilssonii,KON2,Konnevesi,107,345,62.61605,1
4,2019,E. nilssonii,LAM1,Lammi,33,412,61.05408333,1
4,2019,E. nilssonii,LAM2,Lammi,141,412,61.05408333,1
4,2019,E. nilssonii,OYO1,Oulu,9,178,65.05938167,1
4,2019,E. nilssonii,OYO3,Oulu,0,178,65.05938167,1
4,2019,E. nilssonii,SEI2,Seili,1,251,60.23959333,1
4,2019,E. nilssonii,SEI3,Seili,74,127,60.23959333,1
4,2019,E. nilssonii,TVA2,Tvarminne,90,450,59.84394167,1
4,2019,E. nilssonii,TVA3,Tvarminne,50,322,59.84394167,1
4,2019,Myotis sp.,HUS1,Huso,10,438,60.27874333,2
4,2019,Myotis sp.,HUS3,Huso,91,438,60.27874333,2
4,2019,Myotis sp.,HYY2,Hyytiala,33,379,61.84478167,1
4,2019,Myotis sp.,HYY3,Hyytiala,81,379,61.84478167,1
4,2019,Myotis sp.,KON1,Konnevesi,5,345,62.61605,1
4,2019,Myotis sp.,KON2,Konnevesi,18,345,62.61605,1
4,2019,Myotis sp.,LAM1,Lammi,135,412,61.05408333,1
4,2019,Myotis sp.,LAM2,Lammi,15,412,61.05408333,1
4,2019,Myotis sp.,OYO1,Oulu,0,178,65.05938167,1
4,2019,Myotis sp.,OYO3,Oulu,0,178,65.05938167,1
4,2019,Myotis sp.,SEI2,Seili,136,251,60.23959333,1
4,2019,Myotis sp.,SEI3,Seili,57,127,60.23959333,1
4,2019,Myotis sp.,TVA2,Tvarminne,228,450,59.84394167,1
4,2019,Myotis sp.,TVA3,Tvarminne,78,322,59.84394167,1
4,2019,P. nathusii,HUS1,Huso,56,438,60.27874333,2
4,2019,P. nathusii,HUS3,Huso,113,438,60.27874333,2
4,2019,P. nathusii,HYY2,Hyytiala,0,379,61.84478167,1
4,2019,P. nathusii,HYY3,Hyytiala,0,379,61.84478167,1
4,2019,P. nathusii,KON1,Konnevesi,0,345,62.61605,1
4,2019,P. nathusii,KON2,Konnevesi,0,345,62.61605,1
4,2019,P. nathusii,LAM1,Lammi,0,412,61.05408333,1
4,2019,P. nathusii,LAM2,Lammi,0,412,61.05408333,1
4,2019,P. nathusii,OYO1,Oulu,0,178,65.05938167,1
4,2019,P. nathusii,OYO3,Oulu,0,178,65.05938167,1
4,2019,P. nathusii,SEI2,Seili,0,251,60.23959333,1
4,2019,P. nathusii,SEI3,Seili,17,127,60.23959333,1
4,2019,P. nathusii,TVA2,Tvarminne,42,450,59.84394167,1
4,2019,P. nathusii,TVA3,Tvarminne,14,322,59.84394167,1
4,2020,E. nilssonii,HYY2,Hyytiala,18,379,61.84478167,1
4,2020,E. nilssonii,KON1,Konnevesi,1,346,62.61605,1
4,2020,E. nilssonii,KON2,Konnevesi,93,346,62.61605,1
4,2020,E. nilssonii,LAM1,Lammi,202,411,61.05408333,1
4,2020,E. nilssonii,LAM2,Lammi,165,411,61.05408333,1
4,2020,E. nilssonii,OYO3,Oulu,0,177,65.05938167,1
4,2020,E. nilssonii,SEI2,Seili,0,374,60.23959333,1
4,2020,E. nilssonii,SEI3,Seili,227,405,60.23959333,1
4,2020,E. nilssonii,TVA2,Tvarminne,75,450,59.84394167,1
4,2020,E. nilssonii,TVA3,Tvarminne,174,450,59.84394167,1
4,2020,Myotis sp.,HYY2,Hyytiala,41,379,61.84478167,1
4,2020,Myotis sp.,KON1,Konnevesi,0,346,62.61605,1
4,2020,Myotis sp.,KON2,Konnevesi,14,346,62.61605,1
4,2020,Myotis sp.,LAM1,Lammi,179,411,61.05408333,1
4,2020,Myotis sp.,LAM2,Lammi,17,411,61.05408333,1
4,2020,Myotis sp.,OYO3,Oulu,0,177,65.05938167,1
4,2020,Myotis sp.,SEI2,Seili,269,374,60.23959333,1
4,2020,Myotis sp.,SEI3,Seili,230,405,60.23959333,1
4,2020,Myotis sp.,TVA2,Tvarminne,171,450,59.84394167,1
4,2020,Myotis sp.,TVA3,Tvarminne,154,450,59.84394167,1
4,2020,P. nathusii,HYY2,Hyytiala,0,379,61.84478167,1
4,2020,P. nathusii,KON1,Konnevesi,0,346,62.61605,1
4,2020,P. nathusii,KON2,Konnevesi,0,346,62.61605,1
4,2020,P. nathusii,LAM1,Lammi,0,411,61.05408333,1
4,2020,P. nathusii,LAM2,Lammi,0,411,61.05408333,1
4,2020,P. nathusii,OYO3,Oulu,0,177,65.05938167,1
4,2020,P. nathusii,SEI2,Seili,0,374,60.23959333,1
4,2020,P. nathusii,SEI3,Seili,37,405,60.23959333,1
4,2020,P. nathusii,TVA2,Tvarminne,21,450,59.84394167,1
4,2020,P. nathusii,TVA3,Tvarminne,27,450,59.84394167,1
4,2021,E. nilssonii,HUS2,Huso,198,310,60.27874333,2
4,2021,E. nilssonii,HYY2,Hyytiala,29,379,61.84478167,1
4,2021,E. nilssonii,HYY3,Hyytiala,55,379,61.84478167,1
4,2021,E. nilssonii,KON1,Konnevesi,8,346,62.61605,1
4,2021,E. nilssonii,KON2,Konnevesi,125,346,62.61605,1
4,2021,E. nilssonii,LAM1,Lammi,138,411,61.05408333,1
4,2021,E. nilssonii,LAM2,Lammi,175,411,61.05408333,1
4,2021,E. nilssonii,SEI2,Seili,72,124,60.23959333,1
4,2021,E. nilssonii,SEI3,Seili,2,124,60.23959333,1
4,2021,E. nilssonii,TVA2,Tvarminne,96,450,59.84394167,1
4,2021,E. nilssonii,TVA3,Tvarminne,136,450,59.84394167,1
4,2021,Myotis sp.,HUS2,Huso,92,310,60.27874333,2
4,2021,Myotis sp.,HYY2,Hyytiala,22,379,61.84478167,1
4,2021,Myotis sp.,HYY3,Hyytiala,51,379,61.84478167,1
4,2021,Myotis sp.,KON1,Konnevesi,13,346,62.61605,1
4,2021,Myotis sp.,KON2,Konnevesi,34,346,62.61605,1
4,2021,Myotis sp.,LAM1,Lammi,148,411,61.05408333,1
4,2021,Myotis sp.,LAM2,Lammi,16,411,61.05408333,1
4,2021,Myotis sp.,SEI2,Seili,66,124,60.23959333,1
4,2021,Myotis sp.,SEI3,Seili,76,124,60.23959333,1
4,2021,Myotis sp.,TVA2,Tvarminne,213,450,59.84394167,1
4,2021,Myotis sp.,TVA3,Tvarminne,136,450,59.84394167,1
4,2021,P. nathusii,HUS2,Huso,83,310,60.27874333,2
4,2021,P. nathusii,HYY2,Hyytiala,0,379,61.84478167,1
4,2021,P. nathusii,HYY3,Hyytiala,0,379,61.84478167,1
4,2021,P. nathusii,KON1,Konnevesi,0,346,62.61605,1
4,2021,P. nathusii,KON2,Konnevesi,0,346,62.61605,1
4,2021,P. nathusii,LAM1,Lammi,0,411,61.05408333,1
4,2021,P. nathusii,LAM2,Lammi,0,411,61.05408333,1
4,2021,P. nathusii,SEI2,Seili,6,124,60.23959333,1
4,2021,P. nathusii,SEI3,Seili,0,124,60.23959333,1
4,2021,P. nathusii,TVA2,Tvarminne,72,450,59.84394167,1
4,2021,P. nathusii,TVA3,Tvarminne,21,450,59.84394167,1
5,2015,E. nilssonii,HUS1,Huso,267,454,60.27874333,1
5,2015,E. nilssonii,HUS2,Huso,25,330,60.27874333,1
5,2015,E. nilssonii,HUS3,Huso,138,454,60.27874333,1
5,2015,E. nilssonii,HYY1,Hyytiala,84,400,61.84478167,1
5,2015,E. nilssonii,HYY2,Hyytiala,8,400,61.84478167,1
5,2015,E. nilssonii,HYY3,Hyytiala,74,400,61.84478167,1
5,2015,E. nilssonii,KON2,Konnevesi,2,370,62.61605,1
5,2015,E. nilssonii,KON3,Konnevesi,61,370,62.61605,1
5,2015,E. nilssonii,LAM1,Lammi,0,429,61.05408333,1
5,2015,E. nilssonii,LAM2,Lammi,34,429,61.05408333,1
5,2015,E. nilssonii,LAM3,Lammi,38,429,61.05408333,1
5,2015,E. nilssonii,OUL1,Oulanka,2,33,66.37026833,1
5,2015,E. nilssonii,OUL2,Oulanka,0,33,66.37026833,1
5,2015,E. nilssonii,OUL3,Oulanka,0,33,66.37026833,1
5,2015,E. nilssonii,OYO1,Oulu,24,220,65.05938167,1
5,2015,E. nilssonii,SEI1,Seili,80,456,60.23959333,1
5,2015,E. nilssonii,SEI2,Seili,3,456,60.23959333,1
5,2015,E. nilssonii,SEI3,Seili,263,456,60.23959333,1
5,2015,E. nilssonii,TVA1,Tvarminne,69,468,59.84394167,1
5,2015,E. nilssonii,TVA2,Tvarminne,99,468,59.84394167,1
5,2015,E. nilssonii,TVA3,Tvarminne,54,468,59.84394167,1
5,2015,Myotis sp.,HUS1,Huso,18,454,60.27874333,1
5,2015,Myotis sp.,HUS2,Huso,84,330,60.27874333,1
5,2015,Myotis sp.,HUS3,Huso,21,454,60.27874333,1
5,2015,Myotis sp.,HYY1,Hyytiala,12,400,61.84478167,1
5,2015,Myotis sp.,HYY2,Hyytiala,7,400,61.84478167,1
5,2015,Myotis sp.,HYY3,Hyytiala,87,400,61.84478167,1
5,2015,Myotis sp.,KON2,Konnevesi,21,370,62.61605,1
5,2015,Myotis sp.,KON3,Konnevesi,17,370,62.61605,1
5,2015,Myotis sp.,LAM1,Lammi,66,429,61.05408333,1
5,2015,Myotis sp.,LAM2,Lammi,16,429,61.05408333,1
5,2015,Myotis sp.,LAM3,Lammi,98,429,61.05408333,1
5,2015,Myotis sp.,OUL1,Oulanka,0,33,66.37026833,1
5,2015,Myotis sp.,OUL2,Oulanka,0,33,66.37026833,1
5,2015,Myotis sp.,OUL3,Oulanka,0,33,66.37026833,1
5,2015,Myotis sp.,OYO1,Oulu,0,220,65.05938167,1
5,2015,Myotis sp.,SEI1,Seili,128,456,60.23959333,1
5,2015,Myotis sp.,SEI2,Seili,237,456,60.23959333,1
5,2015,Myotis sp.,SEI3,Seili,28,456,60.23959333,1
5,2015,Myotis sp.,TVA1,Tvarminne,276,468,59.84394167,1
5,2015,Myotis sp.,TVA2,Tvarminne,235,468,59.84394167,1
5,2015,Myotis sp.,TVA3,Tvarminne,201,468,59.84394167,1
5,2015,P. nathusii,HUS1,Huso,89,454,60.27874333,1
5,2015,P. nathusii,HUS2,Huso,19,330,60.27874333,1
5,2015,P. nathusii,HUS3,Huso,33,454,60.27874333,1
5,2015,P. nathusii,HYY1,Hyytiala,0,400,61.84478167,1
5,2015,P. nathusii,HYY2,Hyytiala,0,400,61.84478167,1
5,2015,P. nathusii,HYY3,Hyytiala,0,400,61.84478167,1
5,2015,P. nathusii,KON2,Konnevesi,0,370,62.61605,1
5,2015,P. nathusii,KON3,Konnevesi,0,370,62.61605,1
5,2015,P. nathusii,LAM1,Lammi,0,429,61.05408333,1
5,2015,P. nathusii,LAM2,Lammi,0,429,61.05408333,1
5,2015,P. nathusii,LAM3,Lammi,0,429,61.05408333,1
5,2015,P. nathusii,OUL1,Oulanka,0,33,66.37026833,1
5,2015,P. nathusii,OUL2,Oulanka,0,33,66.37026833,1
5,2015,P. nathusii,OUL3,Oulanka,0,33,66.37026833,1
5,2015,P. nathusii,OYO1,Oulu,0,220,65.05938167,1
5,2015,P. nathusii,SEI1,Seili,0,456,60.23959333,1
5,2015,P. nathusii,SEI2,Seili,0,456,60.23959333,1
5,2015,P. nathusii,SEI3,Seili,3,456,60.23959333,1
5,2015,P. nathusii,TVA1,Tvarminne,8,468,59.84394167,1
5,2015,P. nathusii,TVA2,Tvarminne,27,468,59.84394167,1
5,2015,P. nathusii,TVA3,Tvarminne,5,468,59.84394167,1
5,2016,E. nilssonii,HUS1,Huso,259,456,60.27874333,1
5,2016,E. nilssonii,HUS2,Huso,40,456,60.27874333,1
5,2016,E. nilssonii,HUS3,Huso,155,456,60.27874333,1
5,2016,E. nilssonii,HYY1,Hyytiala,56,402,61.84478167,1
5,2016,E. nilssonii,HYY2,Hyytiala,4,402,61.84478167,1
5,2016,E. nilssonii,HYY3,Hyytiala,30,402,61.84478167,1
5,2016,E. nilssonii,KON2,Konnevesi,0,373,62.61605,1
5,2016,E. nilssonii,KON3,Konnevesi,11,102,62.61605,1
5,2016,E. nilssonii,LAM1,Lammi,0,430,61.05408333,1
5,2016,E. nilssonii,LAM2,Lammi,63,430,61.05408333,1
5,2016,E. nilssonii,LAM3,Lammi,49,430,61.05408333,1
5,2016,E. nilssonii,OUL1,Oulanka,19,42,66.37026833,1
5,2016,E. nilssonii,OUL2,Oulanka,10,42,66.37026833,1
5,2016,E. nilssonii,OUL3,Oulanka,1,42,66.37026833,1
5,2016,E. nilssonii,OYO1,Oulu,8,227,65.05938167,1
5,2016,E. nilssonii,SEI1,Seili,41,458,60.23959333,1
5,2016,E. nilssonii,SEI2,Seili,1,458,60.23959333,1
5,2016,E. nilssonii,SEI3,Seili,211,458,60.23959333,1
5,2016,E. nilssonii,TVA1,Tvarminne,97,470,59.84394167,1
5,2016,E. nilssonii,TVA2,Tvarminne,44,470,59.84394167,1
5,2016,E. nilssonii,TVA3,Tvarminne,22,470,59.84394167,1
5,2016,Myotis sp.,HUS1,Huso,17,456,60.27874333,1
5,2016,Myotis sp.,HUS2,Huso,153,456,60.27874333,1
5,2016,Myotis sp.,HUS3,Huso,32,456,60.27874333,1
5,2016,Myotis sp.,HYY1,Hyytiala,2,402,61.84478167,1
5,2016,Myotis sp.,HYY2,Hyytiala,21,402,61.84478167,1
5,2016,Myotis sp.,HYY3,Hyytiala,30,402,61.84478167,1
5,2016,Myotis sp.,KON2,Konnevesi,21,373,62.61605,1
5,2016,Myotis sp.,KON3,Konnevesi,2,102,62.61605,1
5,2016,Myotis sp.,LAM1,Lammi,15,430,61.05408333,1
5,2016,Myotis sp.,LAM2,Lammi,14,430,61.05408333,1
5,2016,Myotis sp.,LAM3,Lammi,189,430,61.05408333,1
5,2016,Myotis sp.,OUL1,Oulanka,0,42,66.37026833,1
5,2016,Myotis sp.,OUL2,Oulanka,0,42,66.37026833,1
5,2016,Myotis sp.,OUL3,Oulanka,0,42,66.37026833,1
5,2016,Myotis sp.,OYO1,Oulu,0,227,65.05938167,1
5,2016,Myotis sp.,SEI1,Seili,57,458,60.23959333,1
5,2016,Myotis sp.,SEI2,Seili,165,458,60.23959333,1
5,2016,Myotis sp.,SEI3,Seili,34,458,60.23959333,1
5,2016,Myotis sp.,TVA1,Tvarminne,205,470,59.84394167,1
5,2016,Myotis sp.,TVA2,Tvarminne,213,470,59.84394167,1
5,2016,Myotis sp.,TVA3,Tvarminne,65,470,59.84394167,1
5,2016,P. nathusii,HUS1,Huso,53,456,60.27874333,1
5,2016,P. nathusii,HUS2,Huso,1,456,60.27874333,1
5,2016,P. nathusii,HUS3,Huso,3,456,60.27874333,1
5,2016,P. nathusii,HYY1,Hyytiala,0,402,61.84478167,1
5,2016,P. nathusii,HYY2,Hyytiala,0,402,61.84478167,1
5,2016,P. nathusii,HYY3,Hyytiala,0,402,61.84478167,1
5,2016,P. nathusii,KON2,Konnevesi,0,373,62.61605,1
5,2016,P. nathusii,KON3,Konnevesi,0,102,62.61605,1
5,2016,P. nathusii,LAM1,Lammi,0,430,61.05408333,1
5,2016,P. nathusii,LAM2,Lammi,0,430,61.05408333,1
5,2016,P. nathusii,LAM3,Lammi,0,430,61.05408333,1
5,2016,P. nathusii,OUL1,Oulanka,0,42,66.37026833,1
5,2016,P. nathusii,OUL2,Oulanka,0,42,66.37026833,1
5,2016,P. nathusii,OUL3,Oulanka,0,42,66.37026833,1
5,2016,P. nathusii,OYO1,Oulu,0,227,65.05938167,1
5,2016,P. nathusii,SEI1,Seili,0,458,60.23959333,1
5,2016,P. nathusii,SEI2,Seili,0,458,60.23959333,1
5,2016,P. nathusii,SEI3,Seili,0,458,60.23959333,1
5,2016,P. nathusii,TVA1,Tvarminne,8,470,59.84394167,1
5,2016,P. nathusii,TVA2,Tvarminne,9,470,59.84394167,1
5,2016,P. nathusii,TVA3,Tvarminne,5,470,59.84394167,1
5,2017,E. nilssonii,HUS1,Huso,274,455,60.27874333,1
5,2017,E. nilssonii,HUS3,Huso,52,455,60.27874333,1
5,2017,E. nilssonii,HYY2,Hyytiala,29,401,61.84478167,1
5,2017,E. nilssonii,HYY3,Hyytiala,27,401,61.84478167,1
5,2017,E. nilssonii,KON1,Konnevesi,62,371,62.61605,1
5,2017,E. nilssonii,KON2,Konnevesi,3,371,62.61605,1
5,2017,E. nilssonii,SEI3,Seili,125,458,60.23959333,1
5,2017,Myotis sp.,HUS1,Huso,20,455,60.27874333,1
5,2017,Myotis sp.,HUS3,Huso,119,455,60.27874333,1
5,2017,Myotis sp.,HYY2,Hyytiala,17,401,61.84478167,1
5,2017,Myotis sp.,HYY3,Hyytiala,36,401,61.84478167,1
5,2017,Myotis sp.,KON1,Konnevesi,15,371,62.61605,1
5,2017,Myotis sp.,KON2,Konnevesi,10,371,62.61605,1
5,2017,Myotis sp.,SEI3,Seili,55,458,60.23959333,1
5,2017,P. nathusii,HUS1,Huso,54,455,60.27874333,1
5,2017,P. nathusii,HUS3,Huso,6,455,60.27874333,1
5,2017,P. nathusii,HYY2,Hyytiala,0,401,61.84478167,1
5,2017,P. nathusii,HYY3,Hyytiala,0,401,61.84478167,1
5,2017,P. nathusii,KON1,Konnevesi,0,371,62.61605,1
5,2017,P. nathusii,KON2,Konnevesi,0,371,62.61605,1
5,2017,P. nathusii,SEI3,Seili,0,458,60.23959333,1
5,2018,E. nilssonii,HUS1,Huso,271,455,60.27874333,2
5,2018,E. nilssonii,HUS3,Huso,301,455,60.27874333,2
5,2018,E. nilssonii,HYY2,Hyytiala,22,235,61.84478167,1
5,2018,E. nilssonii,HYY3,Hyytiala,7,401,61.84478167,1
5,2018,E. nilssonii,LAM1,Lammi,72,430,61.05408333,1
5,2018,E. nilssonii,LAM2,Lammi,22,147,61.05408333,1
5,2018,E. nilssonii,OUL1,Oulanka,0,34,66.37026833,1
5,2018,E. nilssonii,OUL2,Oulanka,0,34,66.37026833,1
5,2018,E. nilssonii,OYO3,Oulu,0,223,65.05938167,1
5,2018,E. nilssonii,SEI2,Seili,0,456,60.23959333,1
5,2018,E. nilssonii,TVA2,Tvarminne,11,372,59.84394167,1
5,2018,E. nilssonii,TVA3,Tvarminne,4,404,59.84394167,1
5,2018,Myotis sp.,HUS1,Huso,21,455,60.27874333,2
5,2018,Myotis sp.,HUS3,Huso,89,455,60.27874333,2
5,2018,Myotis sp.,HYY2,Hyytiala,20,235,61.84478167,1
5,2018,Myotis sp.,HYY3,Hyytiala,23,401,61.84478167,1
5,2018,Myotis sp.,LAM1,Lammi,169,430,61.05408333,1
5,2018,Myotis sp.,LAM2,Lammi,5,147,61.05408333,1
5,2018,Myotis sp.,OUL1,Oulanka,0,34,66.37026833,1
5,2018,Myotis sp.,OUL2,Oulanka,0,34,66.37026833,1
5,2018,Myotis sp.,OYO3,Oulu,0,223,65.05938167,1
5,2018,Myotis sp.,SEI2,Seili,151,456,60.23959333,1
5,2018,Myotis sp.,TVA2,Tvarminne,138,372,59.84394167,1
5,2018,Myotis sp.,TVA3,Tvarminne,107,404,59.84394167,1
5,2018,P. nathusii,HUS1,Huso,88,455,60.27874333,2
5,2018,P. nathusii,HUS3,Huso,80,455,60.27874333,2
5,2018,P. nathusii,HYY2,Hyytiala,0,235,61.84478167,1
5,2018,P. nathusii,HYY3,Hyytiala,0,401,61.84478167,1
5,2018,P. nathusii,LAM1,Lammi,0,430,61.05408333,1
5,2018,P. nathusii,LAM2,Lammi,0,147,61.05408333,1
5,2018,P. nathusii,OUL1,Oulanka,0,34,66.37026833,1
5,2018,P. nathusii,OUL2,Oulanka,0,34,66.37026833,1
5,2018,P. nathusii,OYO3,Oulu,0,223,65.05938167,1
5,2018,P. nathusii,SEI2,Seili,0,456,60.23959333,1
5,2018,P. nathusii,TVA2,Tvarminne,1,372,59.84394167,1
5,2018,P. nathusii,TVA3,Tvarminne,0,404,59.84394167,1
5,2019,E. nilssonii,HUS1,Huso,222,453,60.27874333,2
5,2019,E. nilssonii,HUS3,Huso,323,453,60.27874333,2
5,2019,E. nilssonii,HYY2,Hyytiala,33,400,61.84478167,1
5,2019,E. nilssonii,HYY3,Hyytiala,65,400,61.84478167,1
5,2019,E. nilssonii,KON1,Konnevesi,11,370,62.61605,1
5,2019,E. nilssonii,KON2,Konnevesi,137,370,62.61605,1
5,2019,E. nilssonii,LAM1,Lammi,169,429,61.05408333,1
5,2019,E. nilssonii,LAM2,Lammi,113,429,61.05408333,1
5,2019,E. nilssonii,OUL1,Oulanka,0,32,66.37026833,1
5,2019,E. nilssonii,OUL2,Oulanka,0,32,66.37026833,1
5,2019,E. nilssonii,OYO1,Oulu,55,220,65.05938167,1
5,2019,E. nilssonii,OYO3,Oulu,0,220,65.05938167,1
5,2019,E. nilssonii,SEI2,Seili,2,455,60.23959333,1
5,2019,E. nilssonii,SEI3,Seili,265,455,60.23959333,1
5,2019,E. nilssonii,TVA2,Tvarminne,60,335,59.84394167,1
5,2019,E. nilssonii,TVA3,Tvarminne,24,468,59.84394167,1
5,2019,Myotis sp.,HUS1,Huso,23,453,60.27874333,2
5,2019,Myotis sp.,HUS3,Huso,75,453,60.27874333,2
5,2019,Myotis sp.,HYY2,Hyytiala,25,400,61.84478167,1
5,2019,Myotis sp.,HYY3,Hyytiala,83,400,61.84478167,1
5,2019,Myotis sp.,KON1,Konnevesi,5,370,62.61605,1
5,2019,Myotis sp.,KON2,Konnevesi,33,370,62.61605,1
5,2019,Myotis sp.,LAM1,Lammi,161,429,61.05408333,1
5,2019,Myotis sp.,LAM2,Lammi,23,429,61.05408333,1
5,2019,Myotis sp.,OUL1,Oulanka,0,32,66.37026833,1
5,2019,Myotis sp.,OUL2,Oulanka,0,32,66.37026833,1
5,2019,Myotis sp.,OYO1,Oulu,0,220,65.05938167,1
5,2019,Myotis sp.,OYO3,Oulu,0,220,65.05938167,1
5,2019,Myotis sp.,SEI2,Seili,297,455,60.23959333,1
5,2019,Myotis sp.,SEI3,Seili,145,455,60.23959333,1
5,2019,Myotis sp.,TVA2,Tvarminne,193,335,59.84394167,1
5,2019,Myotis sp.,TVA3,Tvarminne,159,468,59.84394167,1
5,2019,P. nathusii,HUS1,Huso,77,453,60.27874333,2
5,2019,P. nathusii,HUS3,Huso,70,453,60.27874333,2
5,2019,P. nathusii,HYY2,Hyytiala,0,400,61.84478167,1
5,2019,P. nathusii,HYY3,Hyytiala,0,400,61.84478167,1
5,2019,P. nathusii,KON1,Konnevesi,0,370,62.61605,1
5,2019,P. nathusii,KON2,Konnevesi,0,370,62.61605,1
5,2019,P. nathusii,LAM1,Lammi,0,429,61.05408333,1
5,2019,P. nathusii,LAM2,Lammi,0,429,61.05408333,1
5,2019,P. nathusii,OUL1,Oulanka,0,32,66.37026833,1
5,2019,P. nathusii,OUL2,Oulanka,0,32,66.37026833,1
5,2019,P. nathusii,OYO1,Oulu,0,220,65.05938167,1
5,2019,P. nathusii,OYO3,Oulu,0,220,65.05938167,1
5,2019,P. nathusii,SEI2,Seili,0,455,60.23959333,1
5,2019,P. nathusii,SEI3,Seili,15,455,60.23959333,1
5,2019,P. nathusii,TVA2,Tvarminne,18,335,59.84394167,1
5,2019,P. nathusii,TVA3,Tvarminne,4,468,59.84394167,1
5,2020,E. nilssonii,HYY2,Hyytiala,22,402,61.84478167,1
5,2020,E. nilssonii,KON1,Konnevesi,28,373,62.61605,1
5,2020,E. nilssonii,KON2,Konnevesi,147,373,62.61605,1
5,2020,E. nilssonii,LAM1,Lammi,40,116,61.05408333,1
5,2020,E. nilssonii,LAM2,Lammi,132,430,61.05408333,1
5,2020,E. nilssonii,OUL1,Oulanka,0,42,66.37026833,1
5,2020,E. nilssonii,OUL2,Oulanka,0,42,66.37026833,1
5,2020,E. nilssonii,OYO3,Oulu,2,227,65.05938167,1
5,2020,E. nilssonii,SEI2,Seili,2,229,60.23959333,1
5,2020,E. nilssonii,SEI3,Seili,114,299,60.23959333,1
5,2020,E. nilssonii,TVA2,Tvarminne,140,470,59.84394167,1
5,2020,E. nilssonii,TVA3,Tvarminne,99,470,59.84394167,1
5,2020,Myotis sp.,HYY2,Hyytiala,48,402,61.84478167,1
5,2020,Myotis sp.,KON1,Konnevesi,33,373,62.61605,1
5,2020,Myotis sp.,KON2,Konnevesi,41,373,62.61605,1
5,2020,Myotis sp.,LAM1,Lammi,38,116,61.05408333,1
5,2020,Myotis sp.,LAM2,Lammi,24,430,61.05408333,1
5,2020,Myotis sp.,OUL1,Oulanka,0,42,66.37026833,1
5,2020,Myotis sp.,OUL2,Oulanka,0,42,66.37026833,1
5,2020,Myotis sp.,OYO3,Oulu,0,227,65.05938167,1
5,2020,Myotis sp.,SEI2,Seili,183,229,60.23959333,1
5,2020,Myotis sp.,SEI3,Seili,121,299,60.23959333,1
5,2020,Myotis sp.,TVA2,Tvarminne,278,470,59.84394167,1
5,2020,Myotis sp.,TVA3,Tvarminne,152,470,59.84394167,1
5,2020,P. nathusii,HYY2,Hyytiala,0,402,61.84478167,1
5,2020,P. nathusii,KON1,Konnevesi,0,373,62.61605,1
5,2020,P. nathusii,KON2,Konnevesi,0,373,62.61605,1
5,2020,P. nathusii,LAM1,Lammi,0,116,61.05408333,1
5,2020,P. nathusii,LAM2,Lammi,0,430,61.05408333,1
5,2020,P. nathusii,OUL1,Oulanka,0,42,66.37026833,1
5,2020,P. nathusii,OUL2,Oulanka,0,42,66.37026833,1
