period,year,taxa,device,station,succ,weight,lat,mic
7,2017,E. nilssonii,KON2,Konnevesi,43,224,62.61605,1
7,2017,E. nilssonii,LAM1,Lammi,36,585,61.05408333,1
7,2017,E. nilssonii,LAM2,Lammi,77,585,61.05408333,1
7,2017,E. nilssonii,OUL1,Oulanka,44,436,66.37026833,1
7,2017,E. nilssonii,OUL2,Oulanka,0,436,66.37026833,1
7,2017,E. nilssonii,SEI3,Seili,410,604,60.23959333,1
7,2017,E. nilssonii,TVA2,Tvarminne,173,612,59.84394167,1
7,2017,E. nilssonii,TVA3,Tvarminne,41,139,59.84394167,1
7,2017,Myotis sp.,HUS1,Huso,137,603,60.27874333,1
7,2017,Myotis sp.,HUS3,Huso,284,603,60.27874333,1
7,2017,Myotis sp.,HYY2,Hyytiala,156,569,61.84478167,1
7,2017,Myotis sp.,HYY3,Hyytiala,32,569,61.84478167,1
7,2017,Myotis sp.,KON1,Konnevesi,112,263,62.61605,1
7,2017,Myotis sp.,KON2,Konnevesi,74,224,62.61605,1
7,2017,Myotis sp.,LAM1,Lammi,261,585,61.05408333,1
7,2017,Myotis sp.,LAM2,Lammi,96,585,61.05408333,1
7,2017,Myotis sp.,OUL1,Oulanka,24,436,66.37026833,1
7,2017,Myotis sp.,OUL2,Oulanka,2,436,66.37026833,1
7,2017,Myotis sp.,SEI3,Seili,148,604,60.23959333,1
7,2017,Myotis sp.,TVA2,Tvarminne,455,612,59.84394167,1
7,2017,Myotis sp.,TVA3,Tvarminne,79,139,59.84394167,1
7,2017,P. nathusii,HUS1,Huso,130,603,60.27874333,1
7,2017,P. nathusii,HUS3,Huso,8,603,60.27874333,1
7,2017,P. nathusii,HYY2,Hyytiala,0,569,61.84478167,1
7,2017,P. nathusii,HYY3,Hyytiala,0,569,61.84478167,1
7,2017,P. nathusii,KON1,Konnevesi,0,263,62.61605,1
7,2017,P. nathusii,KON2,Konnevesi,0,224,62.61605,1
7,2017,P. nathusii,LAM1,Lammi,0,585,61.05408333,1
7,2017,P. nathusii,LAM2,Lammi,0,585,61.05408333,1
7,2017,P. nathusii,OUL1,Oulanka,0,436,66.37026833,1
7,2017,P. nathusii,OUL2,Oulanka,0,436,66.37026833,1
7,2017,P. nathusii,SEI3,Seili,0,604,60.23959333,1
7,2017,P. nathusii,TVA2,Tvarminne,0,612,59.84394167,1
7,2017,P. nathusii,TVA3,Tvarminne,0,139,59.84394167,1
7,2018,E. nilssonii,HUS1,Huso,316,601,60.27874333,2
7,2018,E. nilssonii,HUS3,Huso,268,601,60.27874333,2
7,2018,E. nilssonii,HYY2,Hyytiala,194,568,61.84478167,2
7,2018,E. nilssonii,HYY3,Hyytiala,151,568,61.84478167,2
7,2018,E. nilssonii,KON1,Konnevesi,299,550,62.61605,2
7,2018,E. nilssonii,KON2,Konnevesi,154,550,62.61605,2
7,2018,E. nilssonii,LAM1,Lammi,114,584,61.05408333,2
7,2018,E. nilssonii,LAM2,Lammi,83,584,61.05408333,2
7,2018,E. nilssonii,OUL1,Oulanka,0,431,66.37026833,2
7,2018,E. nilssonii,OUL2,Oulanka,4,431,66.37026833,2
7,2018,E. nilssonii,OYO1,Oulu,150,480,65.05938167,2
7,2018,E. nilssonii,OYO3,Oulu,32,480,65.05938167,2
7,2018,E. nilssonii,SEI2,Seili,17,603,60.23959333,2
7,2018,E. nilssonii,TVA2,Tvarminne,4,611,59.84394167,1
7,2018,E. nilssonii,TVA3,Tvarminne,32,298,59.84394167,1
7,2018,Myotis sp.,HUS1,Huso,90,601,60.27874333,2
7,2018,Myotis sp.,HUS3,Huso,136,601,60.27874333,2
7,2018,Myotis sp.,HYY2,Hyytiala,226,568,61.84478167,2
7,2018,Myotis sp.,HYY3,Hyytiala,162,568,61.84478167,2
7,2018,Myotis sp.,KON1,Konnevesi,304,550,62.61605,2
7,2018,Myotis sp.,KON2,Konnevesi,218,550,62.61605,2
7,2018,Myotis sp.,LAM1,Lammi,316,584,61.05408333,2
7,2018,Myotis sp.,LAM2,Lammi,200,584,61.05408333,2
7,2018,Myotis sp.,OUL1,Oulanka,0,431,66.37026833,2
7,2018,Myotis sp.,OUL2,Oulanka,1,431,66.37026833,2
7,2018,Myotis sp.,OYO1,Oulu,0,480,65.05938167,2
7,2018,Myotis sp.,OYO3,Oulu,1,480,65.05938167,2
7,2018,Myotis sp.,SEI2,Seili,401,603,60.23959333,2
7,2018,Myotis sp.,TVA2,Tvarminne,176,611,59.84394167,1
7,2018,Myotis sp.,TVA3,Tvarminne,158,298,59.84394167,1
7,2018,P. nathusii,HUS1,Huso,125,601,60.27874333,2
7,2018,P. nathusii,HUS3,Huso,81,601,60.27874333,2
7,2018,P. nathusii,HYY2,Hyytiala,0,568,61.84478167,2
7,2018,P. nathusii,HYY3,Hyytiala,0,568,61.84478167,2
7,2018,P. nathusii,KON1,Konnevesi,1,550,62.61605,2
7,2018,P. nathusii,KON2,Konnevesi,0,550,62.61605,2
7,2018,P. nathusii,LAM1,Lammi,0,584,61.05408333,2
7,2018,P. nathusii,LAM2,Lammi,0,584,61.05408333,2
7,2018,P. nathusii,OUL1,Oulanka,0,431,66.37026833,2
7,2018,P. nathusii,OUL2,Oulanka,0,431,66.37026833,2
7,2018,P. nathusii,OYO1,Oulu,0,480,65.05938167,2
7,2018,P. nathusii,OYO3,Oulu,0,480,65.05938167,2
7,2018,P. nathusii,SEI2,Seili,0,603,60.23959333,2
7,2018,P. nathusii,TVA2,Tvarminne,0,611,59.84394167,1
7,2018,P. nathusii,TVA3,Tvarminne,3,298,59.84394167,1
7,2019,E. nilssonii,HUS1,Huso,426,600,60.27874333,2
7,2019,E. nilssonii,HYY2,Hyytiala,180,567,61.84478167,2
7,2019,E. nilssonii,HYY3,Hyytiala,202,567,61.84478167,2
7,2019,E. nilssonii,KON1,Konnevesi,206,546,62.61605,2
7,2019,E. nilssonii,KON2,Konnevesi,308,546,62.61605,2
7,2019,E. nilssonii,LAM1,Lammi,123,584,61.05408333,2
7,2019,E. nilssonii,LAM2,Lammi,67,584,61.05408333,2
7,2019,E. nilssonii,OUL1,Oulanka,9,429,66.37026833,2
7,2019,E. nilssonii,OUL2,Oulanka,9,429,66.37026833,2
7,2019,E. nilssonii,OYO1,Oulu,262,478,65.05938167,2
7,2019,E. nilssonii,OYO3,Oulu,77,478,65.05938167,2
7,2019,E. nilssonii,SEI2,Seili,7,507,60.23959333,2
7,2019,E. nilssonii,SEI3,Seili,356,599,60.23959333,2
7,2019,E. nilssonii,TVA2,Tvarminne,45,358,59.84394167,1
7,2019,E. nilssonii,TVA3,Tvarminne,99,608,59.84394167,1
7,2019,Myotis sp.,HUS1,Huso,103,600,60.27874333,2
7,2019,Myotis sp.,HYY2,Hyytiala,266,567,61.84478167,2
7,2019,Myotis sp.,HYY3,Hyytiala,225,567,61.84478167,2
7,2019,Myotis sp.,KON1,Konnevesi,231,546,62.61605,2
7,2019,Myotis sp.,KON2,Konnevesi,287,546,62.61605,2
7,2019,Myotis sp.,LAM1,Lammi,229,584,61.05408333,2
7,2019,Myotis sp.,LAM2,Lammi,116,584,61.05408333,2
7,2019,Myotis sp.,OUL1,Oulanka,1,429,66.37026833,2
7,2019,Myotis sp.,OUL2,Oulanka,26,429,66.37026833,2
7,2019,Myotis sp.,OYO1,Oulu,0,478,65.05938167,2
7,2019,Myotis sp.,OYO3,Oulu,0,478,65.05938167,2
7,2019,Myotis sp.,SEI2,Seili,305,507,60.23959333,2
7,2019,Myotis sp.,SEI3,Seili,200,599,60.23959333,2
7,2019,Myotis sp.,TVA2,Tvarminne,208,358,59.84394167,1
7,2019,Myotis sp.,TVA3,Tvarminne,389,608,59.84394167,1
7,2019,P. nathusii,HUS1,Huso,242,600,60.27874333,2
7,2019,P. nathusii,HYY2,Hyytiala,0,567,61.84478167,2
7,2019,P. nathusii,HYY3,Hyytiala,0,567,61.84478167,2
7,2019,P. nathusii,KON1,Konnevesi,0,546,62.61605,2
7,2019,P. nathusii,KON2,Konnevesi,0,546,62.61605,2
7,2019,P. nathusii,LAM1,Lammi,0,584,61.05408333,2
7,2019,P. nathusii,LAM2,Lammi,0,584,61.05408333,2
7,2019,P. nathusii,OUL1,Oulanka,0,429,66.37026833,2
7,2019,P. nathusii,OUL2,Oulanka,0,429,66.37026833,2
7,2019,P. nathusii,OYO1,Oulu,0,478,65.05938167,2
7,2019,P. nathusii,OYO3,Oulu,0,478,65.05938167,2
7,2019,P. nathusii,SEI2,Seili,0,507,60.23959333,2
7,2019,P. nathusii,SEI3,Seili,49,599,60.23959333,2
7,2019,P. nathusii,TVA2,Tvarminne,2,358,59.84394167,1
7,2019,P. nathusii,TVA3,Tvarminne,1,608,59.84394167,1
7,2020,E. nilssonii,HYY2,Hyytiala,203,572,61.84478167,2
7,2020,E. nilssonii,HYY3,Hyytiala,231,572,61.84478167,2
7,2020,E. nilssonii,KON1,Konnevesi,262,554,62.61605,2
7,2020,E. nilssonii,KON2,Konnevesi,348,554,62.61605,2
7,2020,E. nilssonii,LAM1,Lammi,139,592,61.05408333,2
7,2020,E. nilssonii,LAM2,Lammi,102,592,61.05408333,2
7,2020,E. nilssonii,OUL1,Oulanka,31,438,66.37026833,2
7,2020,E. nilssonii,OUL2,Oulanka,42,438,66.37026833,2
7,2020,E. nilssonii,OYO3,Oulu,95,485,65.05938167,2
7,2020,E. nilssonii,SEI2,Seili,6,605,60.23959333,2
7,2020,E. nilssonii,SEI3,Seili,332,605,60.23959333,2
7,2020,E. nilssonii,TVA2,Tvarminne,102,613,59.84394167,1
7,2020,E. nilssonii,TVA3,Tvarminne,48,165,59.84394167,1
7,2020,Myotis sp.,HYY2,Hyytiala,161,572,61.84478167,2
7,2020,Myotis sp.,HYY3,Hyytiala,252,572,61.84478167,2
7,2020,Myotis sp.,KON1,Konnevesi,315,554,62.61605,2
7,2020,Myotis sp.,KON2,Konnevesi,375,554,62.61605,2
7,2020,Myotis sp.,LAM1,Lammi,276,592,61.05408333,2
7,2020,Myotis sp.,LAM2,Lammi,90,592,61.05408333,2
7,2020,Myotis sp.,OUL1,Oulanka,1,438,66.37026833,2
7,2020,Myotis sp.,OUL2,Oulanka,15,438,66.37026833,2
7,2020,Myotis sp.,OYO3,Oulu,0,485,65.05938167,2
7,2020,Myotis sp.,SEI2,Seili,416,605,60.23959333,2
7,2020,Myotis sp.,SEI3,Seili,197,605,60.23959333,2
7,2020,Myotis sp.,TVA2,Tvarminne,297,613,59.84394167,1
7,2020,Myotis sp.,TVA3,Tvarminne,101,165,59.84394167,1
7,2020,P. nathusii,HYY2,Hyytiala,0,572,61.84478167,2
7,2020,P. nathusii,HYY3,Hyytiala,0,572,61.84478167,2
7,2020,P. nathusii,KON1,Konnevesi,0,554,62.61605,2
7,2020,P. nathusii,KON2,Konnevesi,0,554,62.61605,2
7,2020,P. nathusii,LAM1,Lammi,0,592,61.05408333,2
7,2020,P. nathusii,LAM2,Lammi,0,592,61.05408333,2
7,2020,P. nathusii,OUL1,Oulanka,0,438,66.37026833,2
7,2020,P. nathusii,OUL2,Oulanka,0,438,66.37026833,2
7,2020,P. nathusii,OYO3,Oulu,0,485,65.05938167,2
7,2020,P. nathusii,SEI2,Seili,0,605,60.23959333,2
7,2020,P. nathusii,SEI3,Seili,61,605,60.23959333,2
7,2020,P. nathusii,TVA2,Tvarminne,3,613,59.84394167,1
7,2020,P. nathusii,TVA3,Tvarminne,2,165,59.84394167,1
7,2021,E. nilssonii,HUS1,Huso,13,602,60.27874333,2
7,2021,E. nilssonii,HUS2,Huso,298,602,60.27874333,2
7,2021,E. nilssonii,HYY2,Hyytiala,211,569,61.84478167,2
7,2021,E. nilssonii,HYY3,Hyytiala,157,569,61.84478167,2
7,2021,E. nilssonii,KON1,Konnevesi,244,552,62.61605,2
7,2021,E. nilssonii,KON2,Konnevesi,336,552,62.61605,2
7,2021,E. nilssonii,LAM1,Lammi,154,585,61.05408333,2
7,2021,E. nilssonii,LAM2,Lammi,107,585,61.05408333,2
7,2021,E. nilssonii,OUL1,Oulanka,17,299,66.37026833,2
7,2021,E. nilssonii,OUL2,Oulanka,55,436,66.37026833,2
7,2021,E. nilssonii,SEI2,Seili,260,604,60.23959333,2
7,2021,E. nilssonii,SEI3,Seili,10,604,60.23959333,2
7,2021,E. nilssonii,TVA2,Tvarminne,65,612,59.84394167,1
7,2021,E. nilssonii,TVA3,Tvarminne,70,383,59.84394167,1
7,2021,Myotis sp.,HUS1,Huso,0,602,60.27874333,2
7,2021,Myotis sp.,HUS2,Huso,263,602,60.27874333,2
7,2021,Myotis sp.,HYY2,Hyytiala,232,569,61.84478167,2
7,2021,Myotis sp.,HYY3,Hyytiala,188,569,61.84478167,2
7,2021,Myotis sp.,KON1,Konnevesi,314,552,62.61605,2
7,2021,Myotis sp.,KON2,Konnevesi,334,552,62.61605,2
7,2021,Myotis sp.,LAM1,Lammi,287,585,61.05408333,2
7,2021,Myotis sp.,LAM2,Lammi,133,585,61.05408333,2
7,2021,Myotis sp.,OUL1,Oulanka,1,299,66.37026833,2
7,2021,Myotis sp.,OUL2,Oulanka,0,436,66.37026833,2
7,2021,Myotis sp.,SEI2,Seili,174,604,60.23959333,2
7,2021,Myotis sp.,SEI3,Seili,451,604,60.23959333,2
7,2021,Myotis sp.,TVA2,Tvarminne,287,612,59.84394167,1
7,2021,Myotis sp.,TVA3,Tvarminne,259,383,59.84394167,1
7,2021,P. nathusii,HUS1,Huso,1,602,60.27874333,2
7,2021,P. nathusii,HUS2,Huso,141,602,60.27874333,2
7,2021,P. nathusii,HYY2,Hyytiala,0,569,61.84478167,2
7,2021,P. nathusii,HYY3,Hyytiala,0,569,61.84478167,2
7,2021,P. nathusii,KON1,Konnevesi,0,552,62.61605,2
7,2021,P. nathusii,KON2,Konnevesi,1,552,62.61605,2
7,2021,P. nathusii,LAM1,Lammi,0,585,61.05408333,2
7,2021,P. nathusii,LAM2,Lammi,0,585,61.05408333,2
7,2021,P. nathusii,OUL1,Oulanka,0,299,66.37026833,2
7,2021,P. nathusii,OUL2,Oulanka,0,436,66.37026833,2
7,2021,P. nathusii,SEI2,Seili,11,604,60.23959333,2
7,2021,P. nathusii,SEI3,Seili,0,604,60.23959333,2
7,2021,P. nathusii,TVA2,Tvarminne,0,612,59.84394167,1
7,2021,P. nathusii,TVA3,Tvarminne,4,383,59.84394167,1
8,2015,E. nilssonii,HUS1,Huso,139,698,60.27874333,1
8,2015,E. nilssonii,HUS2,Huso,120,698,60.27874333,1
8,2015,E. nilssonii,HUS3,Huso,342,698,60.27874333,1
8,2015,E. nilssonii,HYY1,Hyytiala,286,675,61.84478167,1
8,2015,E. nilssonii,HYY2,Hyytiala,0,675,61.84478167,1
8,2015,E. nilssonii,HYY3,Hyytiala,67,675,61.84478167,1
8,2015,E. nilssonii,KON2,Konnevesi,262,663,62.61605,1
8,2015,E. nilssonii,KON3,Konnevesi,402,663,62.61605,1
8,2015,E. nilssonii,LAM1,Lammi,2,542,61.05408333,1
8,2015,E. nilssonii,LAM2,Lammi,91,688,61.05408333,1
8,2015,E. nilssonii,LAM3,Lammi,14,688,61.05408333,1
8,2015,E. nilssonii,OUL1,Oulanka,50,585,66.37026833,1
8,2015,E. nilssonii,OUL2,Oulanka,5,585,66.37026833,1
8,2015,E. nilssonii,OUL3,Oulanka,139,585,66.37026833,1
8,2015,E. nilssonii,OYO1,Oulu,111,411,65.05938167,1
8,2015,E. nilssonii,OYO3,Oulu,12,614,65.05938167,1
8,2015,E. nilssonii,SEI1,Seili,50,511,60.23959333,1
8,2015,E. nilssonii,SEI2,Seili,2,403,60.23959333,1
8,2015,E. nilssonii,SEI3,Seili,270,559,60.23959333,1
8,2015,E. nilssonii,TVA1,Tvarminne,105,705,59.84394167,1
8,2015,E. nilssonii,TVA2,Tvarminne,60,705,59.84394167,1
8,2015,E. nilssonii,TVA3,Tvarminne,79,705,59.84394167,1
8,2015,Myotis sp.,HUS1,Huso,144,698,60.27874333,1
8,2015,Myotis sp.,HUS2,Huso,249,698,60.27874333,1
8,2015,Myotis sp.,HUS3,Huso,252,698,60.27874333,1
8,2015,Myotis sp.,HYY1,Hyytiala,110,675,61.84478167,1
8,2015,Myotis sp.,HYY2,Hyytiala,124,675,61.84478167,1
8,2015,Myotis sp.,HYY3,Hyytiala,194,675,61.84478167,1
8,2015,Myotis sp.,KON2,Konnevesi,406,663,62.61605,1
8,2015,Myotis sp.,KON3,Konnevesi,437,663,62.61605,1
8,2015,Myotis sp.,LAM1,Lammi,205,542,61.05408333,1
8,2015,Myotis sp.,LAM2,Lammi,134,688,61.05408333,1
8,2015,Myotis sp.,LAM3,Lammi,241,688,61.05408333,1
8,2015,Myotis sp.,OUL1,Oulanka,1,585,66.37026833,1
8,2015,Myotis sp.,OUL2,Oulanka,4,585,66.37026833,1
8,2015,Myotis sp.,OUL3,Oulanka,22,585,66.37026833,1
8,2015,Myotis sp.,OYO1,Oulu,0,411,65.05938167,1
8,2015,Myotis sp.,OYO3,Oulu,0,614,65.05938167,1
8,2015,Myotis sp.,SEI1,Seili,136,511,60.23959333,1
8,2015,Myotis sp.,SEI2,Seili,137,403,60.23959333,1
8,2015,Myotis sp.,SEI3,Seili,104,559,60.23959333,1
8,2015,Myotis sp.,TVA1,Tvarminne,373,705,59.84394167,1
8,2015,Myotis sp.,TVA2,Tvarminne,459,705,59.84394167,1
8,2015,Myotis sp.,TVA3,Tvarminne,349,705,59.84394167,1
8,2015,P. nathusii,HUS1,Huso,43,698,60.27874333,1
8,2015,P. nathusii,HUS2,Huso,31,698,60.27874333,1
8,2015,P. nathusii,HUS3,Huso,112,698,60.27874333,1
8,2015,P. nathusii,HYY1,Hyytiala,0,675,61.84478167,1
8,2015,P. nathusii,HYY2,Hyytiala,0,675,61.84478167,1
8,2015,P. nathusii,HYY3,Hyytiala,0,675,61.84478167,1
8,2015,P. nathusii,KON2,Konnevesi,0,663,62.61605,1
8,2015,P. nathusii,KON3,Konnevesi,0,663,62.61605,1
8,2015,P. nathusii,LAM1,Lammi,0,542,61.05408333,1
8,2015,P. nathusii,LAM2,Lammi,0,688,61.05408333,1
8,2015,P. nathusii,LAM3,Lammi,0,688,61.05408333,1
8,2015,P. nathusii,OUL1,Oulanka,0,585,66.37026833,1
8,2015,P. nathusii,OUL2,Oulanka,0,585,66.37026833,1
8,2015,P. nathusii,OUL3,Oulanka,0,585,66.37026833,1
8,2015,P. nathusii,OYO1,Oulu,0,411,65.05938167,1
8,2015,P. nathusii,OYO3,Oulu,0,614,65.05938167,1
8,2015,P. nathusii,SEI1,Seili,1,511,60.23959333,1
8,2015,P. nathusii,SEI2,Seili,0,403,60.23959333,1
8,2015,P. nathusii,SEI3,Seili,2,559,60.23959333,1
8,2015,P. nathusii,TVA1,Tvarminne,26,705,59.84394167,1
8,2015,P. nathusii,TVA2,Tvarminne,14,705,59.84394167,1
8,2015,P. nathusii,TVA3,Tvarminne,4,705,59.84394167,1
8,2016,E. nilssonii,HUS1,Huso,182,705,60.27874333,1
8,2016,E. nilssonii,HUS2,Huso,119,705,60.27874333,1
8,2016,E. nilssonii,HUS3,Huso,265,705,60.27874333,1
8,2016,E. nilssonii,HYY1,Hyytiala,126,681,61.84478167,1
8,2016,E. nilssonii,HYY2,Hyytiala,3,681,61.84478167,1
8,2016,E. nilssonii,HYY3,Hyytiala,85,681,61.84478167,1
8,2016,E. nilssonii,KON2,Konnevesi,186,670,62.61605,1
8,2016,E. nilssonii,LAM1,Lammi,3,693,61.05408333,1
8,2016,E. nilssonii,LAM2,Lammi,58,693,61.05408333,1
8,2016,E. nilssonii,LAM3,Lammi,20,693,61.05408333,1
8,2016,E. nilssonii,OUL1,Oulanka,77,595,66.37026833,1
8,2016,E. nilssonii,OUL2,Oulanka,143,595,66.37026833,1
8,2016,E. nilssonii,OUL3,Oulanka,67,595,66.37026833,1
8,2016,E. nilssonii,OYO1,Oulu,39,239,65.05938167,1
8,2016,E. nilssonii,SEI1,Seili,84,705,60.23959333,1
8,2016,E. nilssonii,SEI2,Seili,3,651,60.23959333,1
8,2016,E. nilssonii,SEI3,Seili,175,705,60.23959333,1
8,2016,E. nilssonii,TVA1,Tvarminne,28,709,59.84394167,1
8,2016,E. nilssonii,TVA2,Tvarminne,13,709,59.84394167,1
8,2016,E. nilssonii,TVA3,Tvarminne,8,709,59.84394167,1
8,2016,Myotis sp.,HUS1,Huso,156,705,60.27874333,1
8,2016,Myotis sp.,HUS2,Huso,289,705,60.27874333,1
8,2016,Myotis sp.,HUS3,Huso,246,705,60.27874333,1
8,2016,Myotis sp.,HYY1,Hyytiala,117,681,61.84478167,1
8,2016,Myotis sp.,HYY2,Hyytiala,96,681,61.84478167,1
8,2016,Myotis sp.,HYY3,Hyytiala,173,681,61.84478167,1
8,2016,Myotis sp.,KON2,Konnevesi,206,670,62.61605,1
8,2016,Myotis sp.,LAM1,Lammi,299,693,61.05408333,1
8,2016,Myotis sp.,LAM2,Lammi,200,693,61.05408333,1
8,2016,Myotis sp.,LAM3,Lammi,411,693,61.05408333,1
8,2016,Myotis sp.,OUL1,Oulanka,9,595,66.37026833,1
8,2016,Myotis sp.,OUL2,Oulanka,10,595,66.37026833,1
8,2016,Myotis sp.,OUL3,Oulanka,1,595,66.37026833,1
8,2016,Myotis sp.,OYO1,Oulu,0,239,65.05938167,1
8,2016,Myotis sp.,SEI1,Seili,346,705,60.23959333,1
8,2016,Myotis sp.,SEI2,Seili,129,651,60.23959333,1
8,2016,Myotis sp.,SEI3,Seili,125,705,60.23959333,1
8,2016,Myotis sp.,TVA1,Tvarminne,109,709,59.84394167,1
8,2016,Myotis sp.,TVA2,Tvarminne,237,709,59.84394167,1
8,2016,Myotis sp.,TVA3,Tvarminne,54,709,59.84394167,1
8,2016,P. nathusii,HUS1,Huso,10,705,60.27874333,1
8,2016,P. nathusii,HUS2,Huso,11,705,60.27874333,1
8,2016,P. nathusii,HUS3,Huso,53,705,60.27874333,1
8,2016,P. nathusii,HYY1,Hyytiala,0,681,61.84478167,1
8,2016,P. nathusii,HYY2,Hyytiala,0,681,61.84478167,1
8,2016,P. nathusii,HYY3,Hyytiala,0,681,61.84478167,1
8,2016,P. nathusii,KON2,Konnevesi,0,670,62.61605,1
8,2016,P. nathusii,LAM1,Lammi,0,693,61.05408333,1
8,2016,P. nathusii,LAM2,Lammi,0,693,61.05408333,1
8,2016,P. nathusii,LAM3,Lammi,1,693,61.05408333,1
8,2016,P. nathusii,OUL1,Oulanka,0,595,66.37026833,1
8,2016,P. nathusii,OUL2,Oulanka,0,595,66.37026833,1
8,2016,P. nathusii,OUL3,Oulanka,0,595,66.37026833,1
8,2016,P. nathusii,OYO1,Oulu,0,239,65.05938167,1
8,2016,P. nathusii,SEI1,Seili,1,705,60.23959333,1
8,2016,P. nathusii,SEI2,Seili,0,651,60.23959333,1
8,2016,P. nathusii,SEI3,Seili,0,705,60.23959333,1
8,2016,P. nathusii,TVA1,Tvarminne,1,709,59.84394167,1
8,2016,P. nathusii,TVA2,Tvarminne,2,709,59.84394167,1
8,2016,P. nathusii,TVA3,Tvarminne,0,709,59.84394167,1
8,2017,E. nilssonii,HUS1,Huso,320,703,60.27874333,1
8,2017,E. nilssonii,HUS3,Huso,174,703,60.27874333,1
8,2017,E. nilssonii,HYY2,Hyytiala,153,679,61.84478167,1
8,2017,E. nilssonii,HYY3,Hyytiala,15,679,61.84478167,1
8,2017,E. nilssonii,KON1,Konnevesi,363,578,62.61605,1
8,2017,E. nilssonii,KON2,Konnevesi,374,578,62.61605,1
8,2017,E. nilssonii,LAM1,Lammi,32,693,61.05408333,1
8,2017,E. nilssonii,LAM2,Lammi,90,693,61.05408333,1
8,2017,E. nilssonii,OUL1,Oulanka,79,591,66.37026833,1
8,2017,E. nilssonii,OUL2,Oulanka,6,591,66.37026833,1
8,2017,E. nilssonii,SEI3,Seili,247,702,60.23959333,1
8,2017,E. nilssonii,TVA2,Tvarminne,5,47,59.84394167,1
8,2017,E. nilssonii,TVA3,Tvarminne,81,708,59.84394167,1
8,2017,Myotis sp.,HUS1,Huso,182,703,60.27874333,1
8,2017,Myotis sp.,HUS3,Huso,254,703,60.27874333,1
8,2017,Myotis sp.,HYY2,Hyytiala,301,679,61.84478167,1
8,2017,Myotis sp.,HYY3,Hyytiala,118,679,61.84478167,1
8,2017,Myotis sp.,KON1,Konnevesi,385,578,62.61605,1
8,2017,Myotis sp.,KON2,Konnevesi,395,578,62.61605,1
8,2017,Myotis sp.,LAM1,Lammi,260,693,61.05408333,1
8,2017,Myotis sp.,LAM2,Lammi,164,693,61.05408333,1
8,2017,Myotis sp.,OUL1,Oulanka,19,591,66.37026833,1
8,2017,Myotis sp.,OUL2,Oulanka,5,591,66.37026833,1
8,2017,Myotis sp.,SEI3,Seili,163,702,60.23959333,1
8,2017,Myotis sp.,TVA2,Tvarminne,36,47,59.84394167,1
8,2017,Myotis sp.,TVA3,Tvarminne,428,708,59.84394167,1
8,2017,P. nathusii,HUS1,Huso,80,703,60.27874333,1
8,2017,P. nathusii,HUS3,Huso,5,703,60.27874333,1
8,2017,P. nathusii,HYY2,Hyytiala,0,679,61.84478167,1
8,2017,P. nathusii,HYY3,Hyytiala,0,679,61.84478167,1
8,2017,P. nathusii,KON1,Konnevesi,0,578,62.61605,1
8,2017,P. nathusii,KON2,Konnevesi,0,578,62.61605,1
8,2017,P. nathusii,LAM1,Lammi,0,693,61.05408333,1
8,2017,P. nathusii,LAM2,Lammi,0,693,61.05408333,1
8,2017,P. nathusii,OUL1,Oulanka,0,591,66.37026833,1
8,2017,P. nathusii,OUL2,Oulanka,0,591,66.37026833,1
8,2017,P. nathusii,SEI3,Seili,2,702,60.23959333,1
8,2017,P. nathusii,TVA2,Tvarminne,1,47,59.84394167,1
8,2017,P. nathusii,TVA3,Tvarminne,5,708,59.84394167,1
8,2018,E. nilssonii,HUS1,Huso,198,393,60.27874333,2
8,2018,E. nilssonii,HUS3,Huso,232,699,60.27874333,2
8,2018,E. nilssonii,HYY2,Hyytiala,121,677,61.84478167,2
8,2018,E. nilssonii,HYY3,Hyytiala,53,677,61.84478167,2
8,2018,E. nilssonii,KON1,Konnevesi,440,664,62.61605,2
8,2018,E. nilssonii,KON2,Konnevesi,415,664,62.61605,2
8,2018,E. nilssonii,LAM1,Lammi,47,688,61.05408333,2
8,2018,E. nilssonii,LAM2,Lammi,76,688,61.05408333,2
8,2018,E. nilssonii,OUL1,Oulanka,60,589,66.37026833,2
8,2018,E. nilssonii,OUL2,Oulanka,69,589,66.37026833,2
8,2018,E. nilssonii,OYO1,Oulu,34,619,65.05938167,2
8,2018,E. nilssonii,OYO3,Oulu,77,619,65.05938167,2
8,2018,E. nilssonii,SEI2,Seili,2,701,60.23959333,2
8,2018,E. nilssonii,TVA2,Tvarminne,34,707,59.84394167,1
8,2018,E. nilssonii,TVA3,Tvarminne,104,707,59.84394167,1
8,2018,Myotis sp.,HUS1,Huso,88,393,60.27874333,2
8,2018,Myotis sp.,HUS3,Huso,134,699,60.27874333,2
8,2018,Myotis sp.,HYY2,Hyytiala,230,677,61.84478167,2
8,2018,Myotis sp.,HYY3,Hyytiala,270,677,61.84478167,2
8,2018,Myotis sp.,KON1,Konnevesi,453,664,62.61605,2
8,2018,Myotis sp.,KON2,Konnevesi,442,664,62.61605,2
8,2018,Myotis sp.,LAM1,Lammi,305,688,61.05408333,2
8,2018,Myotis sp.,LAM2,Lammi,216,688,61.05408333,2
8,2018,Myotis sp.,OUL1,Oulanka,3,589,66.37026833,2
8,2018,Myotis sp.,OUL2,Oulanka,20,589,66.37026833,2
8,2018,Myotis sp.,OYO1,Oulu,0,619,65.05938167,2
8,2018,Myotis sp.,OYO3,Oulu,0,619,65.05938167,2
